20040102	20600	13.8	
20040103	23600	-15.166039396388005	
20040104	27800	-3.586300913130284	
20040105	24100	8.645172111230357	
20040106	23500	15.34139835061288	
20040107	20900	4.310706269755128	
20040108	22500	18.927699263743165	
20040109	15900	13.843669548483959	
20040110	19400	24.508518927099608	
20040111	18100	-3.2993153756716764	
20040112	21400	1.6843873233692208	
20040113	24900	-3.1834742547610038	
20040114	26400	-13.329776402789145	
20040115	24400	-10.69443188703247	
20040116	29600	-6.942106184614625	
20040117	25500	-3.6062445840513924	
20040118	27500	2.7577599952283207	
20040119	27500	5.514923416868365	
20040120	29500	9.369480515003962	
20040121	31600	8.846842078321112	
20040122	23800	20.188558936750262	
20040123	25900	15.314490850572929	
20040124	22300	24.65157180739688	
20040125	25500	-14.937866640820072	
20040126	31300	4.775586357669897	
20040127	32000	-31.720772546282753	
20040128	29400	-12.50704746110577	
20040129	26300	-14.843301001567008	
20040130	29700	-13.329776402789141	
20040131	33700	-9.03932442880394	
20040201	24200	-28.67032155011472	
20040202	34800	-3.7657889073781105E-15	
20040203	24600	22.18745874138669	
20040204	22100	-9.03932442880394	
20040205	24600	13.177145998574053	
20040206	39200	1.3421984383139314	
20040207	36300	11.242997820866103	
20040208	33700	10.000000000000004	
20040209	36200	3.8500000000000005	
20040210	32900	10.241277993514146	
20040211	33300	51.70240703314092	
20040212	31500	-156.41882159371923	
20040213	25100	16.903701960058694	
20040214	26100	13.249389484620215	
20040215	26900	38.50598314277734	
20040216	24600	33.98654201387438	
20040217	29800	3.1834742547609993	
20040218	22700	43.17688443512135	
20040219	16600	38.01357926627123	
20040220	21400	16.200000000000003	
20040221	26500	-5.063748653638944	
20040222	43900	-3.3065463576978533E-15	
20040223	29200	1.2986205669401025	
20040224	26800	1.115593507170021	
20040225	28100	-22.51400017687345	
20040226	31900	-8.2	
20040227	36200	-6.201971297186995	
20040228	35400	-5.592252204272894	
20040229	30700	0.9412820216747052	
20040301	34300	14.410293813882737	
20040302	34200	6.307470741025235	
20040303	22700	39.21658854733617	
20040304	21500	28.942532720205968	
20040305	22500	24.820306941956446	
20040306	27700	3.8500000000000005	
20040307	32500	7.126622785314227	
20040308	27200	16.8356903977505	
20040309	20400	19.827514298582667	
20040310	20400	16.3135401666597	
20040311	19900	7.584893794301164	
20040312	21500	-1.9929066472894088	
20040313	20800	-5.609130350540978	
20040314	24700	-18.103260178786723	
20040315	31800	-8.241056103943633	
20040316	29900	-3.2782168094013513	
20040317	23300	17.805216788317136	
20040318	30100	-16.643251025906316	
20040319	25100	-1.3226185430791413E-15	
20040320	25800	-0.8660254037844386	
20040321	27900	-4.6280707897430835	
20040322	27800	-10.863110603702514	
20040323	28300	-10.88944443027283	
20040324	29000	10.241277993514146	
20040325	30500	4.587251448018352	
20040326	26900	10.550000000000002	
20040327	29800	-5.719900896765706	
20040328	41800	6.505382386916236	
20040329	29800	7.34177838529339	
20040330	36700	2.0132976574708974	
20040331	24200	25.79021956191812	
20040401	20600	37.42269461446391	
20040402	20300	15.320888862379556	
20040403	25800	8.546288901630586	
20040404	21600	1.7082056976766338	
20040405	22300	-5.514923416868365	
20040406	21800	2.510525938252074E-16	
20040407	23600	-9.115018421623311	
20040408	26300	-2.0568755288447345	
20040409	26800	-27.768424738458503	
20040410	29300	-4.548867906231402	
20040411	35300	-1.4488887394336023	
20040412	32800	4.1	
20040413	28800	18.922412223075703	
20040414	29200	1.3421984383139314	
20040415	27100	13.788582233137674	
20040416	20200	14.848393783759056	
20040417	22100	-5.6262009564085425	
20040418	23600	10.000000000000004	
20040419	22800	18.078648857607877	
20040420	26100	16.792616907924327	
20040421	23000	12.8	
20040422	26400	26.029485595769653	
20040423	32800	4.416538559903055	
20040424	27000	6.498382723187707	
20040425	28000	5.022519540362261	
20040426	25500	8.400446416709055	
20040427	23800	-2.8478301137376567	
20040428	12200	6.978569960182206	
20040429	26600	-1.5732926592980792	
20040430	28300	7.900665310822954	
20040501	29600	8.886517601859428	
20040502	23700	3.386139464505134	
20040503	22800	-2.135872585303243	
20040504	24200	-14.142135623730955	
20040505	26700	5.276903214429623	
20040506	22500	10.161185920535804	
20040507	21800	8.200000000000001	
20040508	22000	4.564277226799548	
20040509	24700	4.4627581660401	
20040510	28800	1.9697197860970683	
20040511	35100	10.219099764656374	
20040512	37500	9.256141579486167	
20040513	26500	0.7582549619046237	
20040514	30900	11.300000000000002	
20040515	36000	-8.846842078321114	
20040516	35000	6.201971297186995	
20040517	24600	28.17883032354131	
20040518	28800	-18.103260178786723	
20040519	29700	-1.0611580849203346	
20040520	31800	-15.839495699658755	
20040521	30300	-15.84118355114072	
20040522	28000	-5.892147540363316	
20040523	28200	-15.88080529128185	
20040524	27400	7.212489168102785	
20040525	32800	11.558219235666673	
20040526	30200	7.047608876694598	
20040527	26400	-10.161185920535804	
20040528	30800	-6.007327293374469	
20040529	33500	-2.4148145657226707	
20040530	29200	15.588457268119896	
20040531	26400	8.56782745120621	
20040602	25700	28.784589623414234	
20040603	26400	25.102290732122434	
20040604	26100	9.693441774332678	
20040605	26700	8.773965628975438	
20040606	35100	-5.609130350540978	
20040607	39500	3.6767788771440797	
20040608	29800	20.421991310880784	
20040609	29200	-0.9724297949348099	
20040610	31200	7.395819580462229	
20040611	29800	7.967433714816833	
20040612	25500	-0.4880721593868862	
20040613	31800	24.436817735495392	
20040614	29800	-24.606009042866113	
20040615	16300	-0.3882285676537813	
20040616	26900	9.000000000000002	
20040617	29300	21.052207538227083	
20040618	27700	-1.4144670530151929E-15	
