20040102	18800	37.671107225273666	20600	13.8
20040103	21900	8.892523726467394	23600	-15.166039396388005
20040104	20800	38.0649270555393	27800	-3.586300913130284
20040105	19700	20.07517527228661	24100	8.645172111230357
20040106	22900	-30.070163865149073	23500	15.34139835061288
20040107	19100	13.856406460551014	20900	4.310706269755128
20040108	21800	-23.182219830937644	22500	18.927699263743165
20040109	26100	-14.095389311788626	15900	13.843669548483959
20040110	25400	12.255929590480267	19400	24.508518927099608
20040111	26400	-36.252311481466	18100	-3.2993153756716764
20040112	29400	-5.878304635907295E-15	21400	1.6843873233692208
20040113	32400	-6.928203230275509	24900	-3.1834742547610038
20040114	32400	-6.928203230275509	26400	-13.329776402789145
20040115	34800	8.452365234813977	24400	-10.69443188703247
20040116	25600	-5.143516556418883E-15	29600	-6.942106184614625
20040117	27700	2.0521208599540137	25500	-3.6062445840513924
20040118	21400	56.989623751055035	27500	2.7577599952283207
20040119	20300	42.13244437154378	27500	5.514923416868365
20040120	22200	53.47215943516235	29500	9.369480515003962
20040121	18300	30.909626441250186	31600	8.846842078321112
20040122	27200	6.4278760968653925	23800	20.188558936750262
20040123	27100	19.918584287042084	25900	15.314490850572929
20040124	33800	-15.035081932574537	22300	24.65157180739688
20040125	34000	-5.0714191408883895	25500	-14.937866640820072
20040126	32900	3.3809460939255906	31300	4.775586357669897
20040127	35700	8.030070108914645	32000	-31.720772546282753
20040128	33100	3.1058285412302435	29400	-12.50704746110577
20040129	39500	22.55262289886179	26300	-14.843301001567008
20040130	23200	11.646857029613413	29700	-13.329776402789141
20040131	20200	-10.59253883768275	33700	-9.03932442880394
20040201	28500	-21.29795315151379	24200	-28.67032155011472
20040202	27500	-11.50000000000001	34800	-3.7657889073781105E-15
20040203	15800	5.035797152340969	24600	22.18745874138669
20040204	24600	-16.04678079635628	22100	-9.03932442880394
20040205	24600	-16.04678079635628	24600	13.177145998574053
20040206	24600	-16.04678079635628	39200	1.3421984383139314
20040207	32300	-1.4816476267101903	36300	11.242997820866103
20040208	36500	21.612930278075886	33700	10.000000000000004
20040209	26300	38.5001460815826	36200	3.8500000000000005
20040210	23500	59.20063510951221	32900	10.241277993514146
20040211	16200	24.14814565722671	33300	51.70240703314092
20040212	17900	6.893654271085457	31500	37.6769981
20040213	22800	-1.2201803984672155	25100	16.903701960058694
20040214	20700	8.55050358314172	26100	13.249389484620215
20040215	18400	-1.3891854213354424	26900	38.50598314277734
20040216	21800	-10.142838281776779	24600	33.98654201387438
20040217	23100	-4.917561856947892	29800	3.1834742547609993
20040218	22000	33.533388120356044	22700	43.17688443512135
20040219	17700	11.500000000000004	16600	38.01357926627123
20040220	18100	-6.427876096865394	21400	16.200000000000003
20040221	22200	-23.49231551964771	26500	-5.063748653638944
20040222	30100	55.78690309313775	43900	-3.3065463576978533E-15
20040223	30100	55.78690309313775	29200	1.2986205669401025
20040224	26700	6.077686218342549	26800	1.115593507170021
20040225	42900	3.213938048432697	28100	-22.51400017687345
20040226	32200	8.99902653561155	31900	-8.2
20040227	34200	8.485281374238568	36200	-6.201971297186995
20040228	32800	8.426488874308756	35400	-5.592252204272894
20040229	21800	32.93991105411605	30700	0.9412820216747052
20040301	20700	27.893451546568876	34300	14.410293813882737
20040302	23700	26.0	34200	6.307470741025235
20040303	18000	-4.500000000000004	22700	39.21658854733617
20040304	23400	-30.070163865149066	21500	28.942532720205968
20040305	29400	-21.665770566268577	22500	24.820306941956446
20040306	28900	5.79555495773441	27700	3.8500000000000005
20040307	30600	5.500000000000002	32500	7.126622785314227
20040308	23800	20.680962813256368	27200	16.8356903977505
20040309	25200	25.45584412271571	20400	19.827514298582667
20040310	28900	7.34788079488412E-16	20400	16.3135401666597
20040311	33600	-12.688309018513099	19900	7.584893794301164
20040312	27400	-8.96575228282571	21500	-1.9929066472894088
20040313	30700	-10.9581416790092	20800	-5.609130350540978
20040314	25400	-2.178893568691456	24700	-18.103260178786723
20040315	24400	8.682408883346499	31800	-8.241056103943633
20040316	26600	-3.8822856765378093	29900	-3.2782168094013513
20040317	26600	-3.8822856765378093	23300	17.805216788317136
20040318	26600	-3.8822856765378093	30100	-16.643251025906316
20040319	29100	-28.578838324886476	25100	-1.3226185430791413E-15
20040320	35300	-9.396926207859085	25800	-0.8660254037844386
20040321	35300	-9.396926207859085	27900	-4.6280707897430835
20040322	30500	7.372368398600926	27800	-10.863110603702514
20040323	26000	19.318516525781366	28300	-10.88944443027283
20040324	26000	19.318516525781366	29000	10.241277993514146
20040325	26000	19.318516525781366	30500	4.587251448018352
20040326	18700	26.897256848477127	26900	10.550000000000002
